bar,eq_0.00,eq_0.05,eq_0.10,eq_0.15,eq_0.20,eq_0.25,eq_0.30,eq_0.35,eq_0.40,eq_0.45,eq_0.50,eq_0.55,eq_0.60,eq_0.65,eq_0.70,eq_0.75,eq_0.80,eq_0.85,eq_0.90,eq_0.95,eq_1.00
237,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
238,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
239,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
240,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
241,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
242,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
243,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
244,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
245,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
246,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
247,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
248,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
249,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
250,23.101961,23.293119,23.481788,23.667968,23.851657,24.032857,24.211568,24.387788,24.561519,24.732761,24.901512,25.067774,25.231547,25.392829,25.551622,25.707926,25.861739,26.013063,26.161898,26.308242,26.452097
251,23.101961,23.132462,23.157872,23.178240,23.193620,23.204062,23.209617,23.210338,23.206276,23.197482,23.184008,23.165905,23.143226,23.116020,23.084341,23.048239,23.007766,22.962974,22.913914,22.860637,22.803195
252,23.101961,23.132462,23.157872,23.178240,23.193620,23.204062,23.209617,23.210338,23.206276,23.197482,23.184008,23.165905,23.143226,23.116020,23.084341,23.048239,23.007766,22.962974,22.913914,22.860637,22.803195
253,23.101961,23.100784,23.094446,23.083018,23.066573,23.045181,23.018915,22.987845,22.952043,22.911578,22.866522,22.816943,22.762912,22.704498,22.641771,22.574798,22.503650,22.428393,22.349096,22.265826,22.178652
254,23.101961,23.100784,23.094446,23.083018,23.066573,23.045181,23.018915,22.987845,22.952043,22.911578,22.866522,22.816943,22.762912,22.704498,22.641771,22.574798,22.503650,22.428393,22.349096,22.265826,22.178652
255,23.101961,23.100784,23.094446,23.083018,23.066573,23.045181,23.018915,22.987845,22.952043,22.911578,22.866522,22.816943,22.762912,22.704498,22.641771,22.574798,22.503650,22.428393,22.349096,22.265826,22.178652
256,23.101961,23.100784,23.094446,23.083018,23.066573,23.045181,23.018915,22.987845,22.952043,22.911578,22.866522,22.816943,22.762912,22.704498,22.641771,22.574798,22.503650,22.428393,22.349096,22.265826,22.178652
257,23.101961,23.100784,23.094446,23.083018,23.066573,23.045181,23.018915,22.987845,22.952043,22.911578,22.866522,22.816943,22.762912,22.704498,22.641771,22.574798,22.503650,22.428393,22.349096,22.265826,22.178652
258,23.101961,23.100784,23.094446,23.083018,23.066573,23.045181,23.018915,22.987845,22.952043,22.911578,22.866522,22.816943,22.762912,22.704498,22.641771,22.574798,22.503650,22.428393,22.349096,22.265826,22.178652
259,23.101961,23.100784,23.094446,23.083018,23.066573,23.045181,23.018915,22.987845,22.952043,22.911578,22.866522,22.816943,22.762912,22.704498,22.641771,22.574798,22.503650,22.428393,22.349096,22.265826,22.178652
260,23.101961,23.100784,23.094446,23.083018,23.066573,23.045181,23.018915,22.987845,22.952043,22.911578,22.866522,22.816943,22.762912,22.704498,22.641771,22.574798,22.503650,22.428393,22.349096,22.265826,22.178652
261,23.101961,23.100784,23.094446,23.083018,23.066573,23.045181,23.018915,22.987845,22.952043,22.911578,22.866522,22.816943,22.762912,22.704498,22.641771,22.574798,22.503650,22.428393,22.349096,22.265826,22.178652
262,23.101961,23.100784,23.094446,23.083018,23.066573,23.045181,23.018915,22.987845,22.952043,22.911578,22.866522,22.816943,22.762912,22.704498,22.641771,22.574798,22.503650,22.428393,22.349096,22.265826,22.178652
263,23.101961,23.100784,23.094446,23.083018,23.066573,23.045181,23.018915,22.987845,22.952043,22.911578,22.866522,22.816943,22.762912,22.704498,22.641771,22.574798,22.503650,22.428393,22.349096,22.265826,22.178652
264,23.101961,23.100784,23.094446,23.083018,23.066573,23.045181,23.018915,22.987845,22.952043,22.911578,22.866522,22.816943,22.762912,22.704498,22.641771,22.574798,22.503650,22.428393,22.349096,22.265826,22.178652
265,23.101961,23.100784,23.094446,23.083018,23.066573,23.045181,23.018915,22.987845,22.952043,22.911578,22.866522,22.816943,22.762912,22.704498,22.641771,22.574798,22.503650,22.428393,22.349096,22.265826,22.178652
266,23.101961,23.100784,23.094446,23.083018,23.066573,23.045181,23.018915,22.987845,22.952043,22.911578,22.866522,22.816943,22.762912,22.704498,22.641771,22.574798,22.503650,22.428393,22.349096,22.265826,22.178652
267,23.140425,23.139246,23.132897,23.121451,23.104978,23.083551,23.057241,23.026119,22.990257,22.949725,22.904594,22.854932,22.800812,22.742301,22.679469,22.612385,22.541117,22.465735,22.386306,22.302898,22.215578
268,23.140425,23.139246,23.132897,23.121451,23.104978,23.083551,23.057241,23.026119,22.990257,22.949725,22.904594,22.854932,22.800812,22.742301,22.679469,22.612385,22.541117,22.465735,22.386306,22.302898,22.215578
269,23.140425,23.139246,23.132897,23.121451,23.104978,23.083551,23.057241,23.026119,22.990257,22.949725,22.904594,22.854932,22.800812,22.742301,22.679469,22.612385,22.541117,22.465735,22.386306,22.302898,22.215578
270,23.140425,23.139246,23.132897,23.121451,23.104978,23.083551,23.057241,23.026119,22.990257,22.949725,22.904594,22.854932,22.800812,22.742301,22.679469,22.612385,22.541117,22.465735,22.386306,22.302898,22.215578
271,23.140425,23.139246,23.132897,23.121451,23.104978,23.083551,23.057241,23.026119,22.990257,22.949725,22.904594,22.854932,22.800812,22.742301,22.679469,22.612385,22.541117,22.465735,22.386306,22.302898,22.215578
272,23.140425,23.139246,23.132897,23.121451,23.104978,23.083551,23.057241,23.026119,22.990257,22.949725,22.904594,22.854932,22.800812,22.742301,22.679469,22.612385,22.541117,22.465735,22.386306,22.302898,22.215578
273,23.140425,23.117660,23.089736,23.056741,23.018760,22.975878,22.928181,22.875753,22.818678,22.757039,22.690919,22.620400,22.545564,22.466492,22.383264,22.295962,22.204663,22.109448,22.010395,21.907581,21.801084
274,23.140425,23.117660,23.089736,23.056741,23.018760,22.975878,22.928181,22.875753,22.818678,22.757039,22.690919,22.620400,22.545564,22.466492,22.383264,22.295962,22.204663,22.109448,22.010395,21.907581,21.801084
275,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
276,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
277,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
278,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
279,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
280,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
281,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
282,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
283,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
284,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
285,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
286,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
287,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
288,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
289,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
290,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
291,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
292,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
293,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
294,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
295,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
296,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
297,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
298,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
299,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
300,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
301,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
302,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
303,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
304,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
305,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
306,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
307,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
308,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
309,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
310,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
311,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
312,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
313,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
314,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
315,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
316,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
317,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
318,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
319,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
320,23.140425,23.259776,23.373626,23.481967,23.584794,23.682102,23.773891,23.860158,23.940905,24.016134,24.085849,24.150054,24.208757,24.261965,24.309688,24.351937,24.388723,24.420061,24.445965,24.466452,24.481539
321,27.349257,27.490316,27.624873,27.752920,27.874449,27.989456,28.097939,28.199897,28.295331,28.384243,28.466637,28.542520,28.611900,28.674786,28.731188,28.781121,28.824599,28.861636,28.892252,28.916465,28.934296
322,27.349257,27.490316,27.624873,27.752920,27.874449,27.989456,28.097939,28.199897,28.295331,28.384243,28.466637,28.542520,28.611900,28.674786,28.731188,28.781121,28.824599,28.861636,28.892252,28.916465,28.934296
323,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
324,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
325,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
326,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
327,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
328,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
329,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
330,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
331,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
332,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
333,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
334,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
335,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
336,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
337,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
338,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
339,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
340,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
341,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
342,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
343,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
344,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
345,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
346,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
347,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
348,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
349,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
350,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
351,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
352,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
353,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
354,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
355,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
356,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
357,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
358,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
359,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
360,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
361,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
362,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
363,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
364,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
365,27.349257,27.459335,27.562608,27.659088,27.748792,27.831738,27.907943,27.977431,28.040223,28.096345,28.145822,28.188683,28.224957,28.254677,28.277874,28.294583,28.304840,28.308683,28.306151,28.297285,28.282125
