min_trades,universe,window,pass,return_pct,sharpe,max_dd_pct,trades,win_rate_pct
2,LowVolume5,4,false,-62.40,-6.5546,66.79,15,13.33
2,LowVolume5,5,false,-68.42,-6.7185,68.42,18,11.11
2,OldGuard4,0,true,281.15,8.6982,18.49,17,64.71
2,OldGuard4,1,true,13.42,2.1306,31.26,15,53.33
2,OldGuard4,2,true,124.52,6.0626,40.28,18,38.89
2,OldGuard4,3,true,60.87,4.0457,32.26,10,40.00
2,OldGuard4,4,false,-49.79,-6.2236,49.99,15,20.00
2,OldGuard4,5,false,-19.52,-1.1975,30.78,14,28.57
3,Base5,0,true,148.99,6.4108,28.11,15,46.67
3,Base5,1,true,217.49,1.9278,22.40,15,66.67
3,Base5,2,true,65.11,4.1364,41.48,14,35.71
3,Base5,3,true,188.10,11.5739,28.28,14,64.29
3,Base5,4,true,34.47,6.3393,14.83,9,55.56
3,Base5,5,true,70.46,4.1971,16.11,14,57.14
3,NoDOGE,0,true,148.99,6.4108,28.11,15,46.67
3,NoDOGE,1,false,-7.16,-0.3958,26.29,11,45.45
3,NoDOGE,2,true,194.74,7.3704,23.94,11,45.45
3,NoDOGE,3,true,255.31,15.1699,20.38,13,76.92
3,NoDOGE,4,true,51.04,9.5291,14.83,8,75.00
3,NoDOGE,5,true,36.47,4.2544,15.90,11,54.55
3,Legacy4,0,true,243.57,8.8308,15.55,16,50.00
3,Legacy4,1,true,21.27,3.2513,23.21,14,50.00
3,Legacy4,2,true,90.55,5.0455,32.41,13,46.15
3,Legacy4,3,true,106.39,5.0872,28.68,10,50.00
3,Legacy4,4,true,38.04,7.2623,14.34,7,57.14
3,Legacy4,5,false,-9.40,-0.2455,22.28,12,33.33
3,Legacy5BNB,0,true,40.01,3.0943,37.84,19,42.11
3,Legacy5BNB,1,true,38.39,5.1646,21.53,13,53.85
3,Legacy5BNB,2,true,90.55,5.0455,32.41,13,46.15
3,Legacy5BNB,3,true,231.38,7.2706,28.68,10,50.00
3,Legacy5BNB,4,true,38.82,7.8673,14.34,6,66.67
3,Legacy5BNB,5,false,-4.92,0.2367,22.28,10,40.00
3,OldGuardNoBNB,0,true,249.79,8.0925,19.12,19,52.63
3,OldGuardNoBNB,1,true,9.25,2.0285,27.96,14,50.00
3,OldGuardNoBNB,2,true,61.57,4.1812,42.70,13,38.46
3,OldGuardNoBNB,3,true,106.39,5.0872,28.68,10,50.00
3,OldGuardNoBNB,4,true,19.42,3.6004,17.76,8,50.00
3,OldGuardNoBNB,5,false,-2.37,0.7608,23.16,12,41.67
3,LargeCaps5,0,true,136.40,5.4663,28.11,16,43.75
3,LargeCaps5,1,true,11.49,2.4672,24.55,10,50.00
3,LargeCaps5,2,true,194.74,7.3704,23.94,11,45.45
3,LargeCaps5,3,true,313.15,11.3046,30.95,11,54.55
3,LargeCaps5,4,true,51.04,9.5291,14.83,8,75.00
3,LargeCaps5,5,true,30.26,3.7487,15.90,11,45.45
3,Legacy3,0,true,205.21,8.2376,15.55,16,43.75
3,Legacy3,1,true,55.65,6.1775,20.68,14,57.14
3,Legacy3,2,true,164.79,7.2433,38.66,17,41.18
3,Legacy3,3,true,60.87,4.0457,32.26,10,40.00
3,Legacy3,4,false,-35.53,-4.9996,35.78,12,25.00
3,Legacy3,5,false,-45.60,-5.3678,46.92,14,14.29
3,LowVolume5,0,true,272.60,7.9767,27.09,18,55.56
3,LowVolume5,1,true,36.92,3.3646,26.84,14,50.00
3,LowVolume5,2,true,717.35,9.7750,32.38,20,40.00
3,LowVolume5,3,true,159.35,5.4032,38.57,17,58.82
3,LowVolume5,4,false,-62.40,-6.5546,66.79,15,13.33
3,LowVolume5,5,false,-68.42,-6.7185,68.42,18,11.11
3,OldGuard4,0,true,281.15,8.6982,18.49,17,64.71
3,OldGuard4,1,true,13.42,2.1306,31.26,15,53.33
3,OldGuard4,2,true,124.52,6.0626,40.28,18,38.89
3,OldGuard4,3,true,60.87,4.0457,32.26,10,40.00
3,OldGuard4,4,false,-49.79,-6.2236,49.99,15,20.00
3,OldGuard4,5,false,-19.52,-1.1975,30.78,14,28.57
4,Base5,0,true,148.99,6.4108,28.11,15,46.67
4,Base5,1,true,217.49,1.9278,22.40,15,66.67
4,Base5,2,true,65.11,4.1364,41.48,14,35.71
4,Base5,3,true,188.10,11.5739,28.28,14,64.29
4,Base5,4,true,34.47,6.3393,14.83,9,55.56
4,Base5,5,true,70.46,4.1971,16.11,14,57.14
4,NoDOGE,0,true,148.99,6.4108,28.11,15,46.67
4,NoDOGE,1,false,-7.16,-0.3958,26.29,11,45.45
4,NoDOGE,2,true,194.74,7.3704,23.94,11,45.45
4,NoDOGE,3,true,255.31,15.1699,20.38,13,76.92
4,NoDOGE,4,true,51.04,9.5291,14.83,8,75.00
4,NoDOGE,5,true,36.47,4.2544,15.90,11,54.55
4,Legacy4,0,true,243.57,8.8308,15.55,16,50.00
4,Legacy4,1,true,21.27,3.2513,23.21,14,50.00
4,Legacy4,2,true,90.55,5.0455,32.41,13,46.15
4,Legacy4,3,true,106.39,5.0872,28.68,10,50.00
4,Legacy4,4,true,38.04,7.2623,14.34,7,57.14
4,Legacy4,5,false,-9.40,-0.2455,22.28,12,33.33
4,Legacy5BNB,0,true,40.01,3.0943,37.84,19,42.11
4,Legacy5BNB,1,true,38.39,5.1646,21.53,13,53.85
4,Legacy5BNB,2,true,90.55,5.0455,32.41,13,46.15
4,Legacy5BNB,3,true,231.38,7.2706,28.68,10,50.00
4,Legacy5BNB,4,true,38.82,7.8673,14.34,6,66.67
4,Legacy5BNB,5,false,-4.92,0.2367,22.28,10,40.00
4,OldGuardNoBNB,0,true,249.79,8.0925,19.12,19,52.63
4,OldGuardNoBNB,1,true,9.25,2.0285,27.96,14,50.00
4,OldGuardNoBNB,2,true,61.57,4.1812,42.70,13,38.46
4,OldGuardNoBNB,3,true,106.39,5.0872,28.68,10,50.00
4,OldGuardNoBNB,4,true,19.42,3.6004,17.76,8,50.00
4,OldGuardNoBNB,5,false,-2.37,0.7608,23.16,12,41.67
4,LargeCaps5,0,true,136.40,5.4663,28.11,16,43.75
4,LargeCaps5,1,true,11.49,2.4672,24.55,10,50.00
4,LargeCaps5,2,true,194.74,7.3704,23.94,11,45.45
4,LargeCaps5,3,true,313.15,11.3046,30.95,11,54.55
4,LargeCaps5,4,true,51.04,9.5291,14.83,8,75.00
4,LargeCaps5,5,true,30.26,3.7487,15.90,11,45.45
4,Legacy3,0,true,205.21,8.2376,15.55,16,43.75
4,Legacy3,1,true,55.65,6.1775,20.68,14,57.14
4,Legacy3,2,true,164.79,7.2433,38.66,17,41.18
4,Legacy3,3,true,60.87,4.0457,32.26,10,40.00
4,Legacy3,4,false,-35.53,-4.9996,35.78,12,25.00
4,Legacy3,5,false,-45.60,-5.3678,46.92,14,14.29
4,LowVolume5,0,true,272.60,7.9767,27.09,18,55.56
4,LowVolume5,1,true,36.92,3.3646,26.84,14,50.00
4,LowVolume5,2,true,717.35,9.7750,32.38,20,40.00
4,LowVolume5,3,true,159.35,5.4032,38.57,17,58.82
4,LowVolume5,4,false,-62.40,-6.5546,66.79,15,13.33
4,LowVolume5,5,false,-68.42,-6.7185,68.42,18,11.11
4,OldGuard4,0,true,281.15,8.6982,18.49,17,64.71
4,OldGuard4,1,true,13.42,2.1306,31.26,15,53.33
4,OldGuard4,2,true,124.52,6.0626,40.28,18,38.89
4,OldGuard4,3,true,60.87,4.0457,32.26,10,40.00
4,OldGuard4,4,false,-49.79,-6.2236,49.99,15,20.00
4,OldGuard4,5,false,-19.52,-1.1975,30.78,14,28.57
5,Base5,0,true,148.99,6.4108,28.11,15,46.67
5,Base5,1,true,217.49,1.9278,22.40,15,66.67
5,Base5,2,true,65.11,4.1364,41.48,14,35.71
5,Base5,3,true,188.10,11.5739,28.28,14,64.29
5,Base5,4,true,34.47,6.3393,14.83,9,55.56
5,Base5,5,true,70.46,4.1971,16.11,14,57.14
5,NoDOGE,0,true,148.99,6.4108,28.11,15,46.67
5,NoDOGE,1,false,-7.16,-0.3958,26.29,11,45.45
5,NoDOGE,2,true,194.74,7.3704,23.94,11,45.45
5,NoDOGE,3,true,255.31,15.1699,20.38,13,76.92
5,NoDOGE,4,true,51.04,9.5291,14.83,8,75.00
5,NoDOGE,5,true,36.47,4.2544,15.90,11,54.55
5,Legacy4,0,true,243.57,8.8308,15.55,16,50.00
5,Legacy4,1,true,21.27,3.2513,23.21,14,50.00
5,Legacy4,2,true,90.55,5.0455,32.41,13,46.15
5,Legacy4,3,true,106.39,5.0872,28.68,10,50.00
5,Legacy4,4,true,38.04,7.2623,14.34,7,57.14
5,Legacy4,5,false,-9.40,-0.2455,22.28,12,33.33
5,Legacy5BNB,0,true,40.01,3.0943,37.84,19,42.11
5,Legacy5BNB,1,true,38.39,5.1646,21.53,13,53.85
5,Legacy5BNB,2,true,90.55,5.0455,32.41,13,46.15
5,Legacy5BNB,3,true,231.38,7.2706,28.68,10,50.00
5,Legacy5BNB,4,true,38.82,7.8673,14.34,6,66.67
5,Legacy5BNB,5,false,-4.92,0.2367,22.28,10,40.00
5,OldGuardNoBNB,0,true,249.79,8.0925,19.12,19,52.63
5,OldGuardNoBNB,1,true,9.25,2.0285,27.96,14,50.00
5,OldGuardNoBNB,2,true,61.57,4.1812,42.70,13,38.46
5,OldGuardNoBNB,3,true,106.39,5.0872,28.68,10,50.00
5,OldGuardNoBNB,4,true,19.42,3.6004,17.76,8,50.00
5,OldGuardNoBNB,5,false,-2.37,0.7608,23.16,12,41.67
5,LargeCaps5,0,true,136.40,5.4663,28.11,16,43.75
5,LargeCaps5,1,true,11.49,2.4672,24.55,10,50.00
5,LargeCaps5,2,true,194.74,7.3704,23.94,11,45.45
5,LargeCaps5,3,true,313.15,11.3046,30.95,11,54.55
5,LargeCaps5,4,true,51.04,9.5291,14.83,8,75.00
5,LargeCaps5,5,true,30.26,3.7487,15.90,11,45.45
5,Legacy3,0,true,205.21,8.2376,15.55,16,43.75
5,Legacy3,1,true,55.65,6.1775,20.68,14,57.14
5,Legacy3,2,true,164.79,7.2433,38.66,17,41.18
5,Legacy3,3,true,60.87,4.0457,32.26,10,40.00
5,Legacy3,4,false,-35.53,-4.9996,35.78,12,25.00
5,Legacy3,5,false,-45.60,-5.3678,46.92,14,14.29
5,LowVolume5,0,true,272.60,7.9767,27.09,18,55.56
5,LowVolume5,1,true,36.92,3.3646,26.84,14,50.00
5,LowVolume5,2,true,717.35,9.7750,32.38,20,40.00
5,LowVolume5,3,true,159.35,5.4032,38.57,17,58.82
5,LowVolume5,4,false,-62.40,-6.5546,66.79,15,13.33
5,LowVolume5,5,false,-68.42,-6.7185,68.42,18,11.11
5,OldGuard4,0,true,281.15,8.6982,18.49,17,64.71
5,OldGuard4,1,true,13.42,2.1306,31.26,15,53.33
5,OldGuard4,2,true,124.52,6.0626,40.28,18,38.89
5,OldGuard4,3,true,60.87,4.0457,32.26,10,40.00
5,OldGuard4,4,false,-49.79,-6.2236,49.99,15,20.00
5,OldGuard4,5,false,-19.52,-1.1975,30.78,14,28.57
6,Base5,0,true,148.99,6.4108,28.11,15,46.67
6,Base5,1,true,217.49,1.9278,22.40,15,66.67
6,Base5,2,true,65.11,4.1364,41.48,14,35.71
6,Base5,3,true,188.10,11.5739,28.28,14,64.29
6,Base5,4,true,34.47,6.3393,14.83,9,55.56
6,Base5,5,true,70.46,4.1971,16.11,14,57.14
6,NoDOGE,0,true,148.99,6.4108,28.11,15,46.67
6,NoDOGE,1,false,-7.16,-0.3958,26.29,11,45.45
6,NoDOGE,2,true,194.74,7.3704,23.94,11,45.45
6,NoDOGE,3,true,255.31,15.1699,20.38,13,76.92
6,NoDOGE,4,true,51.04,9.5291,14.83,8,75.00
6,NoDOGE,5,true,36.47,4.2544,15.90,11,54.55
6,Legacy4,0,true,243.57,8.8308,15.55,16,50.00
6,Legacy4,1,true,21.27,3.2513,23.21,14,50.00
6,Legacy4,2,true,90.55,5.0455,32.41,13,46.15
6,Legacy4,3,true,106.39,5.0872,28.68,10,50.00
6,Legacy4,4,true,38.04,7.2623,14.34,7,57.14
6,Legacy4,5,false,-9.40,-0.2455,22.28,12,33.33
6,Legacy5BNB,0,true,40.01,3.0943,37.84,19,42.11
6,Legacy5BNB,1,true,38.39,5.1646,21.53,13,53.85
6,Legacy5BNB,2,true,90.55,5.0455,32.41,13,46.15
6,Legacy5BNB,3,true,231.38,7.2706,28.68,10,50.00
6,Legacy5BNB,4,true,38.82,7.8673,14.34,6,66.67
6,Legacy5BNB,5,false,-4.92,0.2367,22.28,10,40.00
6,OldGuardNoBNB,0,true,249.79,8.0925,19.12,19,52.63
6,OldGuardNoBNB,1,true,9.25,2.0285,27.96,14,50.00
6,OldGuardNoBNB,2,true,61.57,4.1812,42.70,13,38.46
6,OldGuardNoBNB,3,true,106.39,5.0872,28.68,10,50.00
6,OldGuardNoBNB,4,true,19.42,3.6004,17.76,8,50.00
6,OldGuardNoBNB,5,false,-2.37,0.7608,23.16,12,41.67
6,LargeCaps5,0,true,136.40,5.4663,28.11,16,43.75
6,LargeCaps5,1,true,11.49,2.4672,24.55,10,50.00
6,LargeCaps5,2,true,194.74,7.3704,23.94,11,45.45
6,LargeCaps5,3,true,313.15,11.3046,30.95,11,54.55
6,LargeCaps5,4,true,51.04,9.5291,14.83,8,75.00
6,LargeCaps5,5,true,30.26,3.7487,15.90,11,45.45
6,Legacy3,0,true,205.21,8.2376,15.55,16,43.75
6,Legacy3,1,true,55.65,6.1775,20.68,14,57.14
6,Legacy3,2,true,164.79,7.2433,38.66,17,41.18
6,Legacy3,3,true,60.87,4.0457,32.26,10,40.00
6,Legacy3,4,false,-35.53,-4.9996,35.78,12,25.00
6,Legacy3,5,false,-45.60,-5.3678,46.92,14,14.29
6,LowVolume5,0,true,272.60,7.9767,27.09,18,55.56
6,LowVolume5,1,true,36.92,3.3646,26.84,14,50.00
6,LowVolume5,2,true,717.35,9.7750,32.38,20,40.00
6,LowVolume5,3,true,159.35,5.4032,38.57,17,58.82
6,LowVolume5,4,false,-62.40,-6.5546,66.79,15,13.33
6,LowVolume5,5,false,-68.42,-6.7185,68.42,18,11.11
6,OldGuard4,0,true,281.15,8.6982,18.49,17,64.71
6,OldGuard4,1,true,13.42,2.1306,31.26,15,53.33
6,OldGuard4,2,true,124.52,6.0626,40.28,18,38.89
6,OldGuard4,3,true,60.87,4.0457,32.26,10,40.00
6,OldGuard4,4,false,-49.79,-6.2236,49.99,15,20.00
6,OldGuard4,5,false,-19.52,-1.1975,30.78,14,28.57
7,Base5,0,true,148.99,6.4108,28.11,15,46.67
7,Base5,1,true,217.49,1.9278,22.40,15,66.67
7,Base5,2,true,65.11,4.1364,41.48,14,35.71
7,Base5,3,true,188.10,11.5739,28.28,14,64.29
7,Base5,4,true,34.47,6.3393,14.83,9,55.56
7,Base5,5,true,70.46,4.1971,16.11,14,57.14
7,NoDOGE,0,true,148.99,6.4108,28.11,15,46.67
7,NoDOGE,1,false,-7.16,-0.3958,26.29,11,45.45
7,NoDOGE,2,true,194.74,7.3704,23.94,11,45.45
7,NoDOGE,3,true,255.31,15.1699,20.38,13,76.92
7,NoDOGE,4,true,51.04,9.5291,14.83,8,75.00
7,NoDOGE,5,true,36.47,4.2544,15.90,11,54.55
7,Legacy4,0,true,243.57,8.8308,15.55,16,50.00
7,Legacy4,1,true,21.27,3.2513,23.21,14,50.00
7,Legacy4,2,true,90.55,5.0455,32.41,13,46.15
7,Legacy4,3,true,106.39,5.0872,28.68,10,50.00
7,Legacy4,4,true,38.04,7.2623,14.34,7,57.14
7,Legacy4,5,false,-9.40,-0.2455,22.28,12,33.33
7,Legacy5BNB,0,true,40.01,3.0943,37.84,19,42.11
7,Legacy5BNB,1,true,38.39,5.1646,21.53,13,53.85
7,Legacy5BNB,2,true,90.55,5.0455,32.41,13,46.15
7,Legacy5BNB,3,true,231.38,7.2706,28.68,10,50.00
7,Legacy5BNB,4,false,38.82,7.8673,14.34,6,66.67
7,Legacy5BNB,5,false,-4.92,0.2367,22.28,10,40.00
7,OldGuardNoBNB,0,true,249.79,8.0925,19.12,19,52.63
7,OldGuardNoBNB,1,true,9.25,2.0285,27.96,14,50.00
7,OldGuardNoBNB,2,true,61.57,4.1812,42.70,13,38.46
7,OldGuardNoBNB,3,true,106.39,5.0872,28.68,10,50.00
7,OldGuardNoBNB,4,true,19.42,3.6004,17.76,8,50.00
7,OldGuardNoBNB,5,false,-2.37,0.7608,23.16,12,41.67
7,LargeCaps5,0,true,136.40,5.4663,28.11,16,43.75
7,LargeCaps5,1,true,11.49,2.4672,24.55,10,50.00
7,LargeCaps5,2,true,194.74,7.3704,23.94,11,45.45
7,LargeCaps5,3,true,313.15,11.3046,30.95,11,54.55
7,LargeCaps5,4,true,51.04,9.5291,14.83,8,75.00
7,LargeCaps5,5,true,30.26,3.7487,15.90,11,45.45
7,Legacy3,0,true,205.21,8.2376,15.55,16,43.75
7,Legacy3,1,true,55.65,6.1775,20.68,14,57.14
7,Legacy3,2,true,164.79,7.2433,38.66,17,41.18
7,Legacy3,3,true,60.87,4.0457,32.26,10,40.00
7,Legacy3,4,false,-35.53,-4.9996,35.78,12,25.00
7,Legacy3,5,false,-45.60,-5.3678,46.92,14,14.29
7,LowVolume5,0,true,272.60,7.9767,27.09,18,55.56
7,LowVolume5,1,true,36.92,3.3646,26.84,14,50.00
7,LowVolume5,2,true,717.35,9.7750,32.38,20,40.00
7,LowVolume5,3,true,159.35,5.4032,38.57,17,58.82
7,LowVolume5,4,false,-62.40,-6.5546,66.79,15,13.33
7,LowVolume5,5,false,-68.42,-6.7185,68.42,18,11.11
7,OldGuard4,0,true,281.15,8.6982,18.49,17,64.71
7,OldGuard4,1,true,13.42,2.1306,31.26,15,53.33
7,OldGuard4,2,true,124.52,6.0626,40.28,18,38.89
7,OldGuard4,3,true,60.87,4.0457,32.26,10,40.00
7,OldGuard4,4,false,-49.79,-6.2236,49.99,15,20.00
7,OldGuard4,5,false,-19.52,-1.1975,30.78,14,28.57
8,Base5,0,true,148.99,6.4108,28.11,15,46.67
8,Base5,1,true,217.49,1.9278,22.40,15,66.67
8,Base5,2,true,65.11,4.1364,41.48,14,35.71
8,Base5,3,true,188.10,11.5739,28.28,14,64.29
8,Base5,4,true,34.47,6.3393,14.83,9,55.56
8,Base5,5,true,70.46,4.1971,16.11,14,57.14
8,NoDOGE,0,true,148.99,6.4108,28.11,15,46.67
8,NoDOGE,1,false,-7.16,-0.3958,26.29,11,45.45
8,NoDOGE,2,true,194.74,7.3704,23.94,11,45.45
8,NoDOGE,3,true,255.31,15.1699,20.38,13,76.92
8,NoDOGE,4,true,51.04,9.5291,14.83,8,75.00
8,NoDOGE,5,true,36.47,4.2544,15.90,11,54.55
8,Legacy4,0,true,243.57,8.8308,15.55,16,50.00
8,Legacy4,1,true,21.27,3.2513,23.21,14,50.00
8,Legacy4,2,true,90.55,5.0455,32.41,13,46.15
8,Legacy4,3,true,106.39,5.0872,28.68,10,50.00
8,Legacy4,4,false,38.04,7.2623,14.34,7,57.14
8,Legacy4,5,false,-9.40,-0.2455,22.28,12,33.33
8,Legacy5BNB,0,true,40.01,3.0943,37.84,19,42.11
8,Legacy5BNB,1,true,38.39,5.1646,21.53,13,53.85
8,Legacy5BNB,2,true,90.55,5.0455,32.41,13,46.15
8,Legacy5BNB,3,true,231.38,7.2706,28.68,10,50.00
8,Legacy5BNB,4,false,38.82,7.8673,14.34,6,66.67
8,Legacy5BNB,5,false,-4.92,0.2367,22.28,10,40.00
8,OldGuardNoBNB,0,true,249.79,8.0925,19.12,19,52.63
8,OldGuardNoBNB,1,true,9.25,2.0285,27.96,14,50.00
8,OldGuardNoBNB,2,true,61.57,4.1812,42.70,13,38.46
8,OldGuardNoBNB,3,true,106.39,5.0872,28.68,10,50.00
8,OldGuardNoBNB,4,true,19.42,3.6004,17.76,8,50.00
8,OldGuardNoBNB,5,false,-2.37,0.7608,23.16,12,41.67
8,LargeCaps5,0,true,136.40,5.4663,28.11,16,43.75
8,LargeCaps5,1,true,11.49,2.4672,24.55,10,50.00
8,LargeCaps5,2,true,194.74,7.3704,23.94,11,45.45
8,LargeCaps5,3,true,313.15,11.3046,30.95,11,54.55
8,LargeCaps5,4,true,51.04,9.5291,14.83,8,75.00
8,LargeCaps5,5,true,30.26,3.7487,15.90,11,45.45
8,Legacy3,0,true,205.21,8.2376,15.55,16,43.75
8,Legacy3,1,true,55.65,6.1775,20.68,14,57.14
8,Legacy3,2,true,164.79,7.2433,38.66,17,41.18
8,Legacy3,3,true,60.87,4.0457,32.26,10,40.00
8,Legacy3,4,false,-35.53,-4.9996,35.78,12,25.00
8,Legacy3,5,false,-45.60,-5.3678,46.92,14,14.29
8,LowVolume5,0,true,272.60,7.9767,27.09,18,55.56
8,LowVolume5,1,true,36.92,3.3646,26.84,14,50.00
8,LowVolume5,2,true,717.35,9.7750,32.38,20,40.00
8,LowVolume5,3,true,159.35,5.4032,38.57,17,58.82
8,LowVolume5,4,false,-62.40,-6.5546,66.79,15,13.33
8,LowVolume5,5,false,-68.42,-6.7185,68.42,18,11.11
8,OldGuard4,0,true,281.15,8.6982,18.49,17,64.71
