bar,vl_8,vl_9,vl_2,vl_7,vl_78
376,2.1738256158,2.4498028933,2.4017560302,2.4498028933,1.0767912044
377,2.1738256158,2.4498028933,4.4691928217,2.4498028933,1.0767912044
378,2.1738256158,2.4498028933,4.4691928217,2.4498028933,1.0767912044
379,2.1738256158,2.4498028933,4.4691928217,2.4498028933,1.0767912044
380,3.6329024121,4.0941162785,4.4691928217,4.0941162785,1.7995359588
381,3.6329024121,4.0941162785,4.4691928217,4.0941162785,1.7995359588
382,3.6329024121,4.0941162785,4.4691928217,4.0941162785,1.7995359588
383,3.6329024121,4.0941162785,4.4691928217,4.0941162785,1.7995359588
384,3.6329024121,4.0941162785,4.4691928217,4.0941162785,1.7995359588
385,3.6329024121,4.0941162785,4.4691928217,4.0941162785,1.7995359588
386,3.6329024121,4.0941162785,4.4691928217,4.0941162785,1.7995359588
387,3.6329024121,4.0941162785,4.1459443327,4.0941162785,1.7995359588
388,3.6329024121,4.0941162785,4.1459443327,4.0941162785,1.7995359588
389,3.6329024121,4.0941162785,4.1459443327,4.0941162785,1.7995359588
390,3.6329024121,4.0941162785,4.1459443327,4.0941162785,1.7995359588
391,3.6329024121,4.0941162785,4.1459443327,4.0941162785,1.7995359588
392,3.6329024121,4.0941162785,4.1459443327,4.0941162785,1.7995359588
393,3.6329024121,4.0941162785,4.1459443327,4.0941162785,1.7995359588
394,7.7588356812,8.7438559755,4.1459443327,8.7438559755,3.8432917329
395,7.7588356812,8.7438559755,4.1459443327,8.7438559755,3.8432917329
396,7.7588356812,8.7438559755,4.1459443327,8.7438559755,3.8432917329
397,7.7588356812,8.7438559755,4.1459443327,8.7438559755,3.8432917329
398,7.7588356812,8.7438559755,4.1459443327,8.7438559755,3.8432917329
399,7.7588356812,8.7438559755,4.1459443327,8.7438559755,3.8432917329
400,7.7588356812,8.7438559755,4.4968203592,8.7438559755,3.8432917329
401,7.7588356812,8.7438559755,4.4968203592,8.7438559755,3.8432917329
402,7.7588356812,8.7438559755,4.4968203592,8.7438559755,3.8432917329
403,7.7588356812,8.7438559755,4.4968203592,8.7438559755,3.8432917329
404,7.7588356812,8.7438559755,4.4968203592,8.7438559755,3.8432917329
405,7.7588356812,8.7438559755,4.4968203592,8.7438559755,3.8432917329
406,7.7588356812,8.7438559755,4.4968203592,8.7438559755,3.8432917329
407,7.7588356812,8.7438559755,4.4968203592,8.7438559755,3.8432917329
408,7.7588356812,8.7438559755,4.4968203592,8.7438559755,3.8432917329
409,7.7588356812,8.7438559755,4.4968203592,8.7438559755,3.8432917329
410,7.7588356812,8.7438559755,4.4968203592,8.7438559755,3.8432917329
411,7.7588356812,8.7438559755,4.4968203592,8.7438559755,3.8432917329
412,7.7588356812,8.7438559755,4.4968203592,8.7438559755,3.8432917329
413,7.7588356812,8.7438559755,4.4968203592,8.7438559755,3.8432917329
414,7.9472295191,8.9561672878,4.6060085519,8.9561672878,3.9366114666
415,7.9472295191,8.9561672878,4.6060085519,8.9561672878,3.9366114666
416,7.9472295191,8.9561672878,4.6060085519,8.9561672878,3.9366114666
417,7.9472295191,8.9561672878,4.6060085519,8.9561672878,3.9366114666
418,7.9472295191,8.9561672878,4.6060085519,8.9561672878,3.9366114666
419,7.9472295191,8.9561672878,4.6060085519,8.9561672878,3.9366114666
420,7.9472295191,8.9561672878,4.6060085519,8.9561672878,3.9366114666
421,7.9472295191,8.9561672878,4.6060085519,8.9561672878,3.9366114666
422,7.9472295191,8.9561672878,4.6060085519,8.9561672878,3.9366114666
423,7.9472295191,8.9561672878,4.6060085519,8.9561672878,3.9366114666
424,7.9472295191,8.9561672878,4.6060085519,8.9561672878,3.9366114666
425,7.9472295191,8.9561672878,4.6060085519,8.9561672878,3.9366114666
426,7.9472295191,8.9561672878,4.6060085519,8.9561672878,3.9366114666
427,7.9472295191,8.9561672878,4.6060085519,8.9561672878,3.9366114666
428,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
429,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
430,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
431,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
432,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
433,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
434,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
435,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
436,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
437,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
438,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
439,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
440,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
441,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
442,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
443,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
444,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
445,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
446,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
447,9.7681974995,11.0083156270,5.6613944661,11.0083156270,4.8386168025
448,12.2058248746,13.7554111405,7.0741802060,13.7554111405,6.0460805927
449,12.2058248746,13.7554111405,7.0741802060,13.7554111405,6.0460805927
450,12.2058248746,13.7554111405,7.0741802060,13.7554111405,6.0460805927
451,12.2058248746,13.7554111405,7.0741802060,13.7554111405,6.0460805927
452,12.2058248746,13.7554111405,7.0741802060,13.7554111405,6.0460805927
453,12.2058248746,13.7554111405,7.0741802060,13.7554111405,6.0460805927
454,12.2058248746,13.7554111405,7.0741802060,13.7554111405,6.0460805927
455,12.2058248746,13.7554111405,7.0741802060,13.7554111405,6.0460805927
456,12.2058248746,13.7554111405,7.0741802060,13.7554111405,6.0460805927
457,12.2058248746,13.7554111405,7.0741802060,13.7554111405,6.0460805927
458,12.2058248746,13.7554111405,7.0741802060,13.7554111405,6.0460805927
459,12.2058248746,13.7554111405,7.0741802060,13.7554111405,6.0460805927
460,12.2058248746,13.7554111405,7.0741802060,13.7554111405,6.0460805927
461,12.2058248746,13.7554111405,7.0741802060,13.7554111405,6.0460805927
462,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
463,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
464,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
465,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
466,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
467,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
468,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
469,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
470,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
471,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
472,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
473,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
474,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
475,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
476,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
477,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
478,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
479,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
480,10.9855934607,12.3802656704,6.3669656585,12.3802656704,5.4416464355
481,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
482,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
483,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
484,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
485,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
486,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
487,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
488,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
489,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
490,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
491,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
492,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
493,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
494,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
495,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
496,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
497,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
498,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
499,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
500,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
501,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
502,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
503,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
504,9.8029221318,11.0474487130,5.6815199643,11.0474487130,4.8558174365
505,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
506,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
507,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
508,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
509,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
510,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
511,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
512,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
513,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
514,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
515,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
516,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
517,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
518,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
519,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
520,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
521,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
522,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
523,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
524,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
525,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
526,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
527,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
528,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
529,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
530,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
531,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
532,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
533,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
534,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
535,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
536,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
537,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
538,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
539,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
540,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
541,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
542,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
543,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
544,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
545,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
546,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
547,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
548,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
549,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
550,13.8002668130,15.5522749025,7.9982774887,15.5522749025,6.8358776411
551,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
552,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
553,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
554,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
555,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
556,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
557,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
558,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
559,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
560,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
561,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
562,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
563,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
564,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
565,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
566,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
567,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
568,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
569,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
570,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
571,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
572,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
573,13.7541532493,15.5003070073,7.9715512606,15.5003070073,6.8130355698
574,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
575,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
576,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
577,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
578,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
579,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
580,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
581,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
582,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
583,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
584,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
585,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
586,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
587,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
588,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
589,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
590,17.2987789873,19.4949394771,10.0259246021,19.4949394771,8.5688442188
591,18.4731829868,20.8184395293,10.7065787662,20.8184395293,9.1505780468
592,18.4731829868,20.8184395293,10.7065787662,20.8184395293,9.1505780468
593,18.4731829868,20.8184395293,10.7065787662,20.8184395293,9.1505780468
594,18.4731829868,20.8184395293,10.7065787662,20.8184395293,9.1505780468
595,18.4731829868,20.8184395293,10.7065787662,20.8184395293,9.1505780468
596,18.4731829868,20.8184395293,10.7065787662,20.8184395293,9.1505780468
597,18.4731829868,20.8184395293,10.7065787662,20.8184395293,9.1505780468
598,18.4731829868,20.8184395293,10.7065787662,20.8184395293,9.1505780468
599,18.4731829868,20.8184395293,10.7065787662,20.8184395293,9.1505780468
600,18.4731829868,20.8184395293,10.7065787662,20.8184395293,9.1505780468
601,18.4731829868,20.8184395293,10.7065787662,20.8184395293,9.1505780468
602,18.4731829868,20.8184395293,10.7065787662,20.8184395293,9.1505780468
603,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
604,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
605,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
606,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
607,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
608,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
609,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
610,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
611,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
612,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
613,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
614,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
615,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
616,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
617,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
618,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
619,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
620,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
621,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
622,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
623,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
624,19.4931429219,21.9678881244,11.2977211476,21.9678881244,9.6558089536
625,17.7919836214,20.0507587346,10.3117732437,20.0507587346,8.8131501134
626,17.7919836214,20.0507587346,10.3117732437,20.0507587346,8.8131501134
627,17.7919836214,20.0507587346,10.3117732437,20.0507587346,8.8131501134
628,17.7919836214,20.0507587346,10.3117732437,20.0507587346,8.8131501134
629,17.7919836214,20.0507587346,10.3117732437,20.0507587346,8.8131501134
630,17.7919836214,20.0507587346,10.3117732437,20.0507587346,8.8131501134
631,17.7919836214,20.0507587346,10.3117732437,20.0507587346,8.8131501134
632,17.7919836214,20.0507587346,10.3117732437,20.0507587346,8.8131501134
633,17.7919836214,20.0507587346,10.3117732437,20.0507587346,8.8131501134
634,17.7919836214,20.0507587346,10.3117732437,20.0507587346,8.8131501134
635,17.7919836214,20.0507587346,10.3117732437,20.0507587346,8.8131501134
636,17.7919836214,20.0507587346,10.3117732437,20.0507587346,8.8131501134
637,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
638,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
639,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
640,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
641,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
642,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
643,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
644,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
645,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
646,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
647,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
648,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
649,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
650,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
651,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
652,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
653,17.2062627377,19.3906778591,9.9723045782,19.3906778591,8.5230168611
654,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
655,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
656,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
657,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
658,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
659,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
660,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
661,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
662,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
663,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
664,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
665,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
666,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
667,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
668,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
669,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
670,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
671,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
672,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
673,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
674,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
675,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
676,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
677,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
678,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
679,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
680,109.2419101745,123.1106790129,63.3137839153,123.1106790129,54.1123111135
681,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
682,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
683,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
684,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
685,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
686,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
687,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
688,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
689,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
690,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
691,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
692,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
693,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
694,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
695,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
696,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
697,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
698,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
699,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
700,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
701,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
702,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
703,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
704,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
705,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
706,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
707,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
708,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
709,127.1296480827,143.2693484865,73.6810538655,143.2693484865,62.9728925264
710,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
711,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
712,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
713,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
714,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
715,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
716,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
717,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
718,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
719,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
720,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
721,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
722,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
723,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
724,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
725,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
726,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
727,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
728,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
729,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
730,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
731,142.5939750865,160.6969437645,82.6437775742,160.6969437645,70.6330521909
732,149.8591989700,168.8845216277,86.8545133104,168.8845216277,74.2318363431
733,149.8591989700,168.8845216277,86.8545133104,168.8845216277,74.2318363431
734,149.8591989700,168.8845216277,86.8545133104,168.8845216277,74.2318363431
735,149.8591989700,168.8845216277,86.8545133104,168.8845216277,74.2318363431
736,149.8591989700,168.8845216277,86.8545133104,168.8845216277,74.2318363431
737,149.8591989700,168.8845216277,86.8545133104,168.8845216277,74.2318363431
738,149.8591989700,168.8845216277,86.8545133104,168.8845216277,74.2318363431
739,149.8591989700,168.8845216277,86.8545133104,168.8845216277,74.2318363431
740,149.8591989700,168.8845216277,86.8545133104,168.8845216277,74.2318363431
741,149.8591989700,168.8845216277,86.8545133104,168.8845216277,74.2318363431
742,149.8591989700,168.8845216277,86.8545133104,168.8845216277,74.2318363431
743,149.8591989700,168.8845216277,86.8545133104,168.8845216277,74.2318363431
744,149.8591989700,168.8845216277,86.8545133104,168.8845216277,74.2318363431
745,149.8591989700,168.8845216277,86.8545133104,168.8845216277,74.2318363431
746,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
747,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
748,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
749,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
750,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
751,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
752,141.5483305374,159.5185497741,82.0377490552,159.5185497741,70.1150985679
