Date,"Baseline (12,26)","Winner (14,30)","RunnerUp1 (10,35)","RunnerUp2 (8,21)"
2023-02-08,8155.296270343648,9530.437575793187,7520.2168108726255,5264.620508723134
2023-02-09,8201.95704992639,9740.241409899087,7295.767940552402,5264.069542998977
2023-02-10,8359.940394864541,10186.185341090897,7328.630404175792,5470.917555265223
2023-02-11,8402.444062588396,10173.505103291209,7304.77093332757,5526.18376083312
2023-02-12,8384.872812245925,10318.827978299576,7214.422497388322,5415.128102825126
2023-02-13,8328.462805725387,10243.071280599132,7191.018078770541,5410.396041688855
2023-02-14,8027.280190864413,9830.678964681692,6826.409761164691,5310.081558559146
2023-02-15,7889.242236153223,9786.430966512673,6868.626418504859,4882.014887592974
2023-02-16,7804.701358755504,9775.010939848493,6799.417936005576,4993.24991615989
2023-02-17,8017.208201726044,9826.266953428465,6974.711325879029,5091.433283085605
2023-02-18,8092.493452522209,10143.734824802832,6991.890319190881,5207.9975798447285
2023-02-19,7742.28267443906,9895.837833146412,6726.839014045074,5146.09429691045
2023-02-20,7811.205243111331,9898.447995690298,6895.406600908243,4983.6943586482785
2023-02-21,7742.255289110391,9868.442267461473,6718.688993485782,4828.23801647993
2023-02-22,7617.426519912078,9777.467568132755,6528.01779145708,4699.8464000982585
2023-02-23,7740.005440733454,9983.836753782378,6588.811858650013,4671.593237319387
2023-02-24,7945.695992923846,10183.005912173287,6578.459650484591,5050.368745883203
2023-02-25,8137.0442674869655,10340.962180685967,6621.829761627583,5053.333516679459
2023-02-26,7972.835149488121,10120.981259785049,6432.473019322474,4855.925622603015
2023-02-27,7917.580935136629,10228.406472463459,6503.255886094074,4847.711001877731
2023-02-28,7989.485125609457,10412.412102866145,6594.163164249884,4720.3386488308815
2023-03-01,8190.729295772565,10633.039084883974,6778.146877701771,4794.150913022029
2023-03-02,8099.16221751671,10634.49747973561,6822.188368928831,4779.894576639593
2023-03-03,8068.049493062263,10140.400781677541,6779.230164444764,4711.009441470481
2023-03-04,7851.354799502053,10032.20465673471,6659.873962752708,4557.685787701859
2023-03-05,7622.839817862356,9466.828421257114,6462.6461750083345,4338.480947593592
2023-03-06,7783.781944516342,9628.06922947754,6627.21574899766,4241.257111672487
2023-03-07,8053.925886242453,9820.113127785107,6769.141070293217,4443.244424671718
2023-03-08,8045.869922394765,9622.036655478434,6433.211725385851,4671.39486775968
2023-03-09,8254.163997314758,10054.01934187095,6574.795927487969,4806.067461570883
2023-03-10,8335.392404964614,10090.389029309432,6824.005797794035,4889.610919924755
2023-03-11,8207.62756131788,9983.462838325746,6851.729780817892,4907.804621375944
2023-03-12,8288.348676674685,10082.527002562638,7048.724516871215,4773.028769336947
2023-03-13,8613.673939124661,10573.234237996037,7486.52772473275,5221.9390236551535
2023-03-14,8612.850032790375,10587.528138796752,7499.8708387480665,5252.041663049212
2023-03-15,8956.641341873681,10830.692030987588,7814.614925592054,5738.713739919016
2023-03-16,8377.203722335646,10260.084530355072,7238.584154208355,5202.981970907387
2023-03-17,8556.036603289742,10417.15197823812,7340.349435292992,5607.899758382419
2023-03-18,8581.500880123744,10209.603320070912,7452.236846619108,5755.5471183551845
2023-03-19,8524.217784798186,10075.544384325638,7585.156911671414,5807.626188975166
2023-03-20,8550.591880108293,10338.114252273974,7587.0561813281965,5867.004259228056
2023-03-21,8132.5600880538295,9942.367538928047,7167.12364554168,5506.570697895346
2023-03-22,8094.403765436903,9844.373883489872,7135.970680742396,5675.374473073624
2023-03-23,8173.14462203749,9896.306297274026,7288.434680147056,5758.867130626915
2023-03-24,8481.65918182813,10243.767520430198,7340.057841142207,5656.9927429988475
2023-03-25,8378.549725286373,10435.188978280385,6918.94010292805,5390.616128119117
2023-03-26,8215.90246870619,10285.403055273313,6715.852189909389,5244.374390793837
2023-03-27,8119.415517354232,10228.005387321437,6477.634342592164,5224.349538015326
2023-03-28,8311.724303745345,10643.503351262405,6558.203134853236,5350.548421670606
2023-03-29,8386.685897889382,10785.610661154595,6595.665115797913,5598.224126759217
2023-03-30,8282.321935852793,10606.010424696391,6458.562522120368,5192.792553556184
2023-03-31,8395.223946407315,10729.761591725557,6730.464466468085,5291.987834394521
2023-04-01,8422.31481973807,10757.812051003275,6795.753250128453,5021.092331082909
2023-04-02,8633.008498064615,11037.607654121895,6998.775058179245,5272.694779460025
2023-04-03,8488.394146724673,10967.248969833043,6975.191859074341,5159.541581512422
2023-04-04,8425.65172585996,10893.96643667991,6768.0381587183265,5181.508794821504
2023-04-05,8349.798078811604,10913.97606176905,6851.485816213366,4994.873630352888
2023-04-06,8050.9765597190135,10493.918775496752,6608.848902486438,4988.9661277580435
2023-04-07,8117.018776204398,10599.830593453358,6749.63370086239,5188.899182508593
2023-04-08,8176.487154873144,10366.843037705114,6652.593664036025,5320.517421589481
2023-04-09,8184.073597410894,10522.54413945209,6452.392301687265,5304.210581852811
2023-04-10,8142.623897175126,10524.432040523741,6527.539112658337,5365.869761738866
2023-04-11,7861.017205603312,10302.96294054959,6362.869767280697,5046.87163518951
2023-04-12,7784.638516374917,9753.343445129729,6189.981958089979,5121.4589644682255
2023-04-13,7724.168511551141,9982.248217662818,6037.258195910481,5330.106063797409
2023-04-14,7575.42472584901,9762.502771308189,6063.306613781108,5387.328440270172
2023-04-15,7550.939871427669,9894.579596323538,5901.059965384806,5249.178854248654
2023-04-16,7633.254716444947,9856.46316333136,6156.632906927904,5367.9883384260975
2023-04-17,7999.304755880784,10446.313231358066,6326.8299481604045,5441.829666540855
2023-04-18,8040.616727896913,10341.029375453601,6439.283413182464,5565.101252827167
2023-04-19,8098.820820777277,10325.974525849091,6441.8877959418805,5683.530715259703
2023-04-20,8090.226774118177,10614.030647803065,6513.751293854983,5356.9450778730425
2023-04-21,7708.616599051982,10061.167227316786,6151.631690213365,4891.213752722615
2023-04-22,7709.673859821397,10098.44892138569,6133.019543052685,4849.4266537174835
2023-04-23,7727.450480788102,10257.722253292277,6152.08618695541,4816.986600137341
2023-04-24,8209.49697733328,11008.949966255972,6393.975456171634,4971.779742133037
2023-04-25,8176.584905941958,10990.750061013752,6464.999185623975,5006.877699792514
2023-04-26,8244.76686006051,11150.446019602889,6450.501283049892,5089.575098022543
2023-04-27,8244.207912335563,11554.9847567518,6421.239210727457,5058.515214631976
2023-04-28,8009.932660547539,11203.689180659201,6120.833793133596,4784.68569095533
2023-04-29,8245.188951356045,11586.357734096775,5978.557268172812,5088.8426157956765
2023-04-30,8406.780850848845,12010.859381325152,6067.624943124652,5450.254110358093
2023-05-01,8579.757081149804,12473.127062771697,6479.612533633967,5493.455735026662
2023-05-02,8391.562800445125,12411.68486163767,6446.917275156117,5258.922736526503
2023-05-03,8692.566964593665,13001.78977975861,6664.766070836823,5542.868138439506
2023-05-04,8394.878912222623,12315.247639669133,6413.559178838881,5273.419420778206
2023-05-05,8524.759671383204,12820.745103349569,6511.347830533267,5340.057797709811
2023-05-06,8998.407173641795,13352.09164401909,6926.939186006498,5783.85464466775
2023-05-07,8782.77467003549,13080.749816008089,6606.350091436806,5298.933775141983
2023-05-08,8665.459255890171,12753.214993792371,6670.41096198339,5429.583661989475
2023-05-09,8693.979744393904,12788.844583222519,6787.372257284902,5459.993827656738
2023-05-10,8591.504749722377,12697.470849436924,6809.54095351567,5320.707338570696
2023-05-11,8265.314647691517,12256.30285186401,6624.330007946256,5083.189531807921
2023-05-12,8286.09426340851,12369.901490586797,6643.412740609187,5090.501000796261
2023-05-13,8072.664421111651,12338.484372111889,6570.916575598386,4680.871484202328
2023-05-14,8174.701371770951,12589.878718776547,6728.251278247685,4954.945584249074
2023-05-15,7993.340669147604,12254.26735461272,6539.475791646323,4839.1762661600515
2023-05-16,8309.464184536368,12944.02435085377,6710.802907525029,5113.041027025428
2023-05-17,8153.401376381793,12923.594258879404,6605.408809774337,5152.345114407488
2023-05-18,8094.276677245123,12591.093027158284,6765.203174014515,4952.374534920544
2023-05-19,8265.372934564237,12987.156283799182,6734.075746271303,5136.879608530842
2023-05-20,8017.646417732536,12718.937776663604,6345.361103849313,4925.250435078514
2023-05-21,8069.652868113133,12752.609520287866,6406.006196332894,5084.524520647249
2023-05-22,8339.813297310837,13467.879151941164,6616.907259186217,4946.274281046901
2023-05-23,8011.332396578737,12884.622090517605,6392.919036034984,4716.279362938643
2023-05-24,8054.720542805129,12986.02774607047,6457.641703348751,4658.14089791176
2023-05-25,8113.496401278232,13055.708770909741,6474.226033247791,4755.0053790875545
2023-05-26,8278.570124814309,13341.58356929533,6792.923448098936,4927.52389084753
2023-05-27,8029.188400890584,12704.201655655766,6381.709350951765,4658.6539370773235
2023-05-28,7770.556878569908,12003.911132323088,6081.317281800974,4393.121038487384
2023-05-29,7878.167739645662,12469.165226659497,6149.373406764933,4444.579563029568
2023-05-30,7942.9626506332515,12422.17427283492,5995.944140572826,4364.345175818787
2023-05-31,7999.058404617457,12333.288051769192,6015.68349085106,4507.618179651344
2023-06-01,8074.739137889687,12061.134487786689,6270.2524674731885,4503.7015541541505
2023-06-02,7943.92337334844,11743.986049954332,6176.995896840725,4029.7755694984767
2023-06-03,7996.403651382715,11595.898057614175,6244.8813499641965,4012.9404364407146
2023-06-04,8061.388919193956,11983.93599874127,6136.327676165907,3922.9830665470504
2023-06-05,7923.8714151871045,11954.401967367845,5961.853015181535,3656.6009888014355
2023-06-06,8299.81444522037,12430.119333282792,6186.425388477485,3710.960018771146
2023-06-07,8404.772429816661,13018.867600550566,6222.054434774916,3774.0190987142537
2023-06-08,8161.1803780396895,12818.30889228265,6210.851114570522,3803.3748483883733
2023-06-09,8301.66563303996,12991.382486939083,6382.313891359887,3910.366667556046
2023-06-10,8106.019932424389,12186.741990995275,6098.187006507811,3737.063723243619
2023-06-11,8272.007835531344,12871.211688601234,6247.49108328059,3871.6053137404965
2023-06-12,8518.2232344938,13009.056534451398,6487.026638525019,3944.270192822358
2023-06-13,8350.26893327335,12422.55763383563,6514.0890586829655,3775.7442484266667
2023-06-14,8558.060392497118,12941.412833008368,6874.650381331035,3747.5846100345316
2023-06-15,8653.221943350953,13570.000360257702,6808.390185423543,3595.719782151751
2023-06-16,8837.981246286106,14160.067012872703,6836.759239782915,3637.390374481246
2023-06-17,9264.147151502702,15001.025641482123,6978.671739360736,3846.8437220035016
2023-06-18,9214.72567882689,15055.327510376776,6911.338967642404,3812.3495233114054
2023-06-19,9048.460659650815,14967.339043552985,6858.0244398324485,3688.346174463556
2023-06-20,8854.481020112076,14805.30525138653,6854.463222925427,3495.984062462558
2023-06-21,8680.975187822198,14567.574264588675,6717.137378445595,3483.722258149173
2023-06-22,8671.187017313394,14577.467056011683,6667.644730625511,3341.0490098078644
2023-06-23,8752.078781301267,14710.94333599927,6747.6399266124845,3452.44799228895
2023-06-24,8819.620936171246,14668.188401341373,6685.079509966089,3377.262259231138
2023-06-25,9009.06270045139,14941.65380566973,7101.535740709859,3380.1480698106066
2023-06-26,9019.198322090566,14584.353253013873,6881.498734833224,3234.9166153641995
2023-06-27,9354.156483493207,15135.936047105239,7150.40187162768,3317.763226857301
2023-06-28,9299.74877286666,14823.589228894463,7400.998606687182,3392.948090635616
2023-06-29,9939.610818609492,15653.570896792364,7886.504223323443,3701.5485769317875
2023-06-30,10103.034755731775,15970.746370233444,7980.502038200716,3876.4042364772667
2023-07-01,9894.619868946063,15963.074797288025,7767.850385329453,3848.387306138105
2023-07-02,9637.633710120703,15752.423205126925,7548.940473053946,3610.250490623897
2023-07-03,9761.591127422575,15598.795994127971,7849.204784273727,3624.779274705587
2023-07-04,9714.866591760865,15293.52256235997,7467.070335819432,3520.1275456061153
2023-07-05,9896.048973698174,15813.41180390456,7829.1200952095405,3732.1527856609528
2023-07-06,10021.045380601541,15794.833839928699,7700.881069515627,3649.263072904854
2023-07-07,10010.816670937162,15729.42338624743,7653.114558372213,3742.275984887312
2023-07-08,9806.897907531811,15527.496070210316,7440.080630823081,3757.9253928984194
2023-07-09,9443.344623907782,14702.211106350462,7266.380370310931,3810.199290197016
2023-07-10,9345.484435304494,14569.885547518577,6963.319866317203,3719.1745475618727
2023-07-11,9553.047362921827,14622.484086294853,7175.303688577746,3888.77125607775
2023-07-12,9611.820992756691,14589.42917321902,7508.459632144817,4180.495726833849
2023-07-13,9320.16499593302,14198.958946552992,7088.062658588262,3962.6623570622132
2023-07-14,9367.972998006804,13940.411427866859,7150.204911305017,3801.743663536228
2023-07-15,9465.708446629273,14189.410906553723,7127.121505898707,3630.19350465158
2023-07-16,9264.122593399947,13872.194923955018,7044.348043355371,3622.044741662304
2023-07-17,9307.137097153736,14058.951197938879,7078.822567135569,3435.1940811412846
2023-07-18,9328.126719902122,14143.680150767766,7003.877082634323,3404.6592186476105
2023-07-19,9069.044926896837,14024.86101922232,6888.116309696802,3344.627288195332
2023-07-20,9157.419903970213,14198.913552058933,7201.142705206181,3398.3902270007184
2023-07-21,9293.129324483463,14332.66037019501,7275.75055226846,3496.484490393447
2023-07-22,9552.187209639811,14782.771229481958,7573.89353631095,3626.3180673790507
2023-07-23,9811.481821481024,15329.02085550392,7574.06273389944,3873.000278872242
2023-07-24,9481.406557945153,14803.374629907725,7187.873582757916,3618.252140043578
2023-07-25,9266.694171100098,14464.835782828848,7101.869100186893,3453.9109731573753
2023-07-26,9393.424384150814,14524.57266811238,7405.64734782636,3425.1180884498976
2023-07-27,9521.594360646457,14592.596578944958,7555.053937773395,3561.146201237525
2023-07-28,9651.813514769865,14499.5092771929,7606.66418798575,3710.200714101735
2023-07-29,10589.1811123387,16362.955075825037,8309.125941444963,4156.043941662421
2023-07-30,10748.784032554708,16321.522885210594,8221.136410323359,4371.6773683997335
2023-07-31,11062.531805308025,16657.012115979618,8549.32409756973,4356.668652802988
2023-08-01,11335.223702026358,16913.6373288857,8901.250211341436,4691.834891594223
2023-08-02,11528.883519765332,17449.171899491514,8966.129070301775,4993.474918253995
2023-08-03,11447.239066610571,17247.45837571943,8822.415582436994,5063.776831671051
2023-08-04,11673.599410643496,17933.546283720247,9035.94524415406,5443.588556658381
2023-08-05,11457.396990948106,17409.007607464693,8798.941494481698,5061.060024207397
2023-08-06,11398.729788734276,17393.486154210033,8745.381508721695,4951.913427559678
2023-08-07,11269.53557429013,16973.763958444077,9019.348525828367,4779.950303864026
2023-08-08,11301.618290910275,17575.762821915425,9000.083168474743,4897.421973184971
2023-08-09,11964.644275401242,18350.60458144041,9438.08425724248,5058.19889256812
2023-08-10,11415.686895891591,17557.33729438513,8905.414029585725,4916.847836524493
2023-08-11,11620.672731969064,18060.547843814853,9190.76592739873,5215.14433892723
2023-08-12,11161.448186435957,17428.66697537542,8813.33347257937,5096.168124877914
2023-08-13,11038.691268296685,17184.185889956272,8607.666910067665,5076.876093250755
2023-08-14,11348.036957470076,17661.522065257803,9065.152849025124,5081.9019020098585
2023-08-15,11375.351687844106,17723.06403770801,9344.166564600482,4965.232469899902
2023-08-16,11077.958822227298,17202.788774849905,9000.816007115942,5007.588811331736
2023-08-17,10888.718563370869,17148.10909803193,8519.639024878408,5029.570213877964
2023-08-18,11082.428253832817,18042.164965293254,8836.149751637762,5121.1001056259265
2023-08-19,10888.938301560915,17565.951026642193,8569.485320005128,4957.520037670951
2023-08-20,10956.574557872193,17324.858230808237,8756.414960956272,4689.111846961343
2023-08-21,10977.822599059627,17342.391508334527,8428.401888034101,4547.536555128736
2023-08-22,10807.77603160132,17736.603680526034,8455.679892485225,4729.908974112403
2023-08-23,11395.703940969188,18541.19657314008,8688.67812662714,4830.300324000311
2023-08-24,11585.419341644081,19326.733792286188,8953.950934809784,4945.247791095249
2023-08-25,11008.134524791141,18807.724392887223,8533.54793986866,4822.664484744728
2023-08-26,11068.253886903716,18765.042183343572,8415.866060553819,4669.109948683395
2023-08-27,10893.987974738915,18620.604866817095,8222.316670144193,4613.184220331053
2023-08-28,11134.863127582123,19513.319945593073,8508.71361572221,4854.266380576871
2023-08-29,10923.155769378727,19018.6458599494,8373.897485983945,4753.592096505789
2023-08-30,10900.562193430053,18924.968816265722,8456.156534610667,5150.8823003449315
2023-08-31,11046.898774220233,19032.28668167088,8899.109121138179,4968.073224664428
2023-09-01,11294.834043070927,19196.815525931735,8811.335905289936,5247.527958282279
2023-09-02,10964.941192300652,18426.889923319297,8852.72461655821,5050.681622605179
2023-09-03,10882.018485760796,17947.795181190235,8808.485023304404,5124.617645086598
2023-09-04,10761.515009154931,17753.670708674195,8558.362523166727,5129.015686724551
2023-09-05,10594.353912605715,17264.388583740503,8205.22016440548,4927.541591549807
2023-09-06,11070.425571687008,18144.699109938774,8525.282257246417,5203.976100193293
2023-09-07,11191.36490937155,17934.807313095065,8771.759402549636,4975.417227937237
2023-09-08,10847.542690265675,17450.657183973395,8494.24745802005,4896.323598771048
2023-09-09,11105.134390779065,18109.1893278244,8943.442968958863,5067.038609388197
2023-09-10,11703.189242442937,18597.06112966033,9142.324533804976,5463.2764707252945
2023-09-11,12014.630202098848,19226.62858635315,9372.155907658087,5795.532974218428
2023-09-12,11567.875199232702,18835.78147607832,8807.26883955786,5621.237658530866
2023-09-13,11437.090516338763,18276.061920103297,8777.606648789215,5575.178617677331
2023-09-14,11808.484625986988,19363.21352681508,9204.960997053066,5625.845877209017
2023-09-15,11609.018813561783,19147.29359054682,8980.706187054473,5399.9820429969905
2023-09-16,11747.113730891975,19189.7064188472,8615.339036734691,5661.811365862919
2023-09-17,11984.004280013096,19585.73605252012,8815.529549256647,6030.239578270722
2023-09-18,11715.88301497045,19295.53378638666,8706.04219147644,5837.549899432077
2023-09-19,11707.820918681313,19309.379108997597,8771.617562944146,5840.019971843714
2023-09-20,10768.482736238779,17844.532385358816,8320.71733835275,5164.952889918729
2023-09-21,10501.320006654652,17138.59769698242,7947.1980066119295,5204.681941114024
2023-09-22,10443.413588128256,17088.04737542154,8014.47762209811,5275.969847948889
2023-09-23,10125.990423059518,16185.456269101705,7975.0087215710555,5405.77182010569
2023-09-24,10547.335746150613,16870.46371750986,8007.371440849599,5509.679503960788
2023-09-25,10178.6690828022,16027.618289128543,7793.471959202652,5234.255447274114
2023-09-26,10074.835337773438,15683.92016867321,7640.138101343467,5210.817258982869
2023-09-27,10115.824950746728,16046.427913276366,7657.975037058361,5334.1575745027
2023-09-28,10488.409318166823,16934.48658714334,7979.945180373032,5514.692064655879
2023-09-29,10120.302296470518,16470.239327997446,7636.916883831012,5156.264423007647
2023-09-30,10422.687758110324,16722.04222711425,7751.248994900746,5461.047237839723
2023-10-01,10433.692308312233,16666.23226246113,7765.093373214551,5584.442167168027
2023-10-02,10186.020280584358,16559.099445032018,7421.909253669533,5284.00079292085
2023-10-03,10311.84398082318,16814.042841725226,7348.569322918843,5569.607004455557
2023-10-04,10371.410269098433,17506.02914835238,7489.479120198068,5799.409562595171
2023-10-05,10224.080010227439,17353.447903641107,7217.079038931419,5730.993526640385
2023-10-06,10250.100826781088,17455.018354013304,7331.426796734507,5759.576817932499
2023-10-07,10159.563326998445,17217.43410408073,7338.469570094019,5798.198289344851
2023-10-08,10196.523144104864,17322.855486936463,7111.269835777783,5670.3516982639
2023-10-09,10373.466131299536,17604.072690255656,7132.8476363179625,5782.565338240536
2023-10-10,10793.077197353457,18544.034609511953,7578.009281028145,5665.31778962084
2023-10-11,10467.715703238371,18228.746668997454,7213.0415272009295,5625.28519896749
2023-10-12,11034.289549586485,19055.279680655643,7517.65878319504,5695.565380990414
2023-10-13,10504.619431072493,17720.061007485565,7245.061955097465,5650.5714417669415
2023-10-14,10473.1620101509,17181.59372849764,7338.689268961516,5574.8668206971515
2023-10-15,10635.579075180829,17597.443218961496,7410.621310044874,5633.451500145163
2023-10-16,10718.800319160442,17456.057220186718,7377.891211407424,5574.7242283351125
2023-10-17,10560.51056412092,16626.908095441537,7485.005528666649,5434.8800243825035
2023-10-18,10514.012041984051,16651.9394067069,7714.7584457468665,5638.7563877701
2023-10-19,10392.837807524831,17078.124451810196,7782.09585709435,5145.298748845363
2023-10-20,10248.022769561037,16831.82564444469,7693.138329265598,5262.516016066068
2023-10-21,10473.889728660142,17438.098185540617,7730.624956519921,5442.41387412867
2023-10-22,10575.752361228617,17642.80570962726,7674.4250885055135,5302.474590620536
2023-10-23,10401.011955912705,17315.845323274676,7634.930035181673,5033.987047240634
2023-10-24,10643.251491975405,17983.20915300412,7868.5089729575575,5415.114170301607
2023-10-25,10733.532745270319,18070.472572198716,8153.2729524143,5310.957321552255
2023-10-26,10960.24162571523,18549.13256195861,8423.753519860615,5249.526502964098
2023-10-27,11141.531925065856,18966.36235926849,8303.732544853341,5523.101531506104
2023-10-28,10919.538291108192,18385.186058876312,8322.086457989026,5457.040948435892
2023-10-29,10775.35096378149,18409.37881152089,8052.404983321062,5223.137188888956
2023-10-30,10985.280016257331,18743.178787128072,8140.408088242383,5367.971249178042
2023-10-31,11161.695447254933,18852.37733536555,8306.14922218328,5296.537518186537
2023-11-01,11164.792372957987,19015.242661426302,8640.695470611336,5472.011001718864
2023-11-02,11206.472603713979,18839.215215042874,9209.641169334429,5667.62243723814
2023-11-03,11573.390698081452,19500.49843726048,9608.777830606736,5961.069089913908
2023-11-04,11411.487240419825,19217.24328601438,9446.833863770167,5932.823271278968
2023-11-05,11576.696299824385,19828.154448658293,9678.693891198265,6339.582509926025
2023-11-06,11527.439583582167,19886.705330453366,9812.366652141094,6308.583801848021
2023-11-07,11473.92886228195,19788.275367177197,9707.145886393726,6051.430426831923
2023-11-08,11798.290191252354,20624.31786831219,10317.33879840332,6319.996423933969
2023-11-09,12051.191363754477,21524.781616914777,10575.94344707707,6863.265598580398
2023-11-10,12305.926324338028,22189.074746403334,10894.65707138952,6812.537350794086
2023-11-11,12717.399215868143,22978.209396781684,11386.916971754448,6987.870154418148
2023-11-12,12734.250991218603,22564.91889599394,11498.401418747613,7083.960264587422
2023-11-13,12961.542399528511,22634.070456264722,11887.452050835236,7210.172076466282
2023-11-14,12871.373240429379,22371.90289437398,11663.327228123564,6941.078048725037
2023-11-15,12985.981991893403,22383.238373365653,11632.919951902317,7241.281828706603
2023-11-16,12954.119893477198,22269.51306248133,11351.007976846138,7724.291892311271
2023-11-17,12995.895623384462,22370.525189881926,11486.694280041716,7795.597401475464
2023-11-18,13199.657304435721,22923.262014935553,11837.885133206271,7717.054960828359
2023-11-19,12940.211214827194,22432.801067635097,11726.4044080868,7190.058168560507
2023-11-20,13627.461716063724,23854.20370196511,12711.938885021336,7664.313898588975
2023-11-21,13295.627101634529,23274.526513469234,12417.72318004165,7711.302598502122
2023-11-22,12902.67862764892,21869.5725312256,12236.397767692222,7568.989317983634
2023-11-23,13286.569080949968,22251.20487188148,12316.315097543724,7814.647934173229
2023-11-24,13560.160363018465,22690.88495041854,12463.125511088983,7851.9439238671375
2023-11-25,13782.587611433004,22676.764958543186,12831.954272263018,7734.780247386546
2023-11-26,14010.119357314286,23280.715252567425,13252.396437086873,8067.391586988655
2023-11-27,14017.037984066958,23834.325648887152,13182.023564065841,8291.313031405252
2023-11-28,13713.830399292036,23735.85414495693,12893.577472465362,7707.883274837395
2023-11-29,13750.79073497552,23734.15054173322,12536.462552832802,8096.821482424479
2023-11-30,13529.003642844977,23870.03797902238,12256.107451088275,8090.993305792532
2023-12-01,13869.636806399722,24561.47909817122,12768.740678464037,8653.184907355706
2023-12-02,13829.74170406647,24370.475630282188,12882.018401930045,8275.664531146105
2023-12-03,13555.39517220294,23645.933070471012,12769.529474080879,7754.331615983111
2023-12-04,13457.326686181768,23366.12072706818,12695.754283771827,7656.416197822161
2023-12-05,13607.016384510393,23509.981221695747,12832.974886622776,7864.051680304892
2023-12-06,13426.13676695914,23248.984549778237,12502.719806084626,8171.2875929272295
2023-12-07,13160.896589286254,22829.696653815645,12444.06747213967,8165.169803317021
2023-12-08,13251.603861322099,23002.802363057886,12631.562612064443,8165.994158955624
2023-12-09,13343.360143401134,23327.704180750257,12840.214969900093,7975.11816503413
2023-12-10,13184.926697485449,23460.49563842115,12561.574635998404,8163.642620221283
2023-12-11,13040.209500561305,23531.312470238132,11890.861691817714,7827.180406658195
2023-12-12,13126.291163105143,23177.350734321328,12227.542406507468,8264.84056416184
2023-12-13,12661.592778654947,21434.853610548416,11700.428310514599,7870.82372144548
2023-12-14,12226.203723831255,20967.764027401783,11117.480445803116,7947.109385101009
2023-12-15,12016.38855147928,20166.326994781793,11091.538116289232,7957.366898926805
2023-12-16,11961.88006456606,20008.33453592057,10957.889267362785,7883.366081486518
2023-12-17,12064.42554388895,19843.258337021638,11280.520016229299,7833.291467527494
2023-12-18,12519.0602150766,20098.013908400048,11824.690374468639,8076.319802529924
2023-12-19,12797.502774921311,20736.638470580143,12237.38155802967,8376.073545991336
2023-12-20,12756.570432615656,20909.35270879477,11867.107097179382,8364.316766138912
